"replicate","posterior_draw_index","budget","selected_proposal","selected_reviewer","baseline_A_loss","current_A_loss","absolute_A_reduction","drawwise_percent_reduction"
2660,4428,1,"P010","R02",0.319268562352609,0.318032771258554,0.00123579109405436,0.387069458060052
2660,4428,2,"P029","R09",0.319268562352609,0.316779879876158,0.00248868247645051,0.779494998853643
2660,4428,3,"P013","R04",0.319268562352609,0.315537200362047,0.0037313619905614,1.1687220198149
2660,4428,4,"P017","R08",0.319268562352609,0.314311032852004,0.00495752950060468,1.55277721804925
2660,4428,5,"P027","R04",0.319268562352609,0.313062464144605,0.00620609820800333,1.94384882816904
2660,4428,6,"P015","R04",0.319268562352609,0.311805077553218,0.00746348479939013,2.33768234003173
2661,4049,1,"P028","R02",0.100012207802877,0.0998813343240449,0.000130873478831978,0.130857504005839
2661,4049,2,"P030","R08",0.100012207802877,0.0997524198080891,0.000259787994787763,0.259756284252622
2661,4049,3,"P025","R06",0.100012207802877,0.0996229165274927,0.000389291275384118,0.38924375727352
2661,4049,4,"P007","R01",0.100012207802877,0.0994947661200836,0.000517441682793288,0.517378522243165
2661,4049,5,"P006","R01",0.100012207802877,0.0993659142415566,0.000646293561320302,0.646214672706897
2661,4049,6,"P042","R04",0.100012207802877,0.0992359808328233,0.00077622697005357,0.776132221361923
2662,3806,1,"P012","R01",0.173506682465983,0.173164036107179,0.000342646358804599,0.197483090526946
2662,3806,2,"P019","R06",0.173506682465983,0.172817145561399,0.000689536904584426,0.397412304116651
2662,3806,3,"P002","R06",0.173506682465983,0.172468996375632,0.00103768609035174,0.598066930681577
2662,3806,4,"P006","R01",0.173506682465983,0.172124485859662,0.00138219660632166,0.796624421997491
2662,3806,5,"P009","R06",0.173506682465983,0.171775713276435,0.0017309691895479,0.997638341616766
2662,3806,6,"P032","R03",0.173506682465983,0.171427360814492,0.00207932165149141,1.1984101257305
2663,3954,1,"P012","R05",0.0971952336346724,0.0970712854191469,0.000123948215525541,0.127524993654961
2663,3954,2,"P040","R09",0.0971952336346724,0.0969468639385354,0.000248369696137077,0.255536909423587
2663,3954,3,"P038","R09",0.0971952336346724,0.0968223008951393,0.000372932739533136,0.383694473059119
2663,3954,4,"P005","R07",0.0971952336346724,0.0966972865656438,0.000497947069028642,0.51231634557336
2663,3954,5,"P024","R01",0.0971952336346724,0.0965749381260062,0.000620295508666269,0.638195398549864
2663,3954,6,"P010","R04",0.0971952336346724,0.0964507613658551,0.000744472268817353,0.765955531950877
2664,1008,1,"P040","R03",0.183360371150387,0.182933058064492,0.000427313085894471,0.233045495716194
2664,1008,2,"P042","R04",0.183360371150387,0.182505769211023,0.000854601939363236,0.466077775694683
2664,1008,3,"P007","R06",0.183360371150387,0.182078578090445,0.00128179305994192,0.699056754684811
2664,1008,4,"P026","R05",0.183360371150387,0.181651287319221,0.00170908383116508,0.932090080556907
2664,1008,5,"P014","R08",0.183360371150387,0.181224163205474,0.00213620794491243,1.16503251575575
2664,1008,6,"P012","R07",0.183360371150387,0.180796788056593,0.0025635830937934,1.39811185901823
2665,3782,1,"P037","R08",0.22870598330977,0.227890726517242,0.000815256792528113,0.356465003988938
2665,3782,2,"P027","R09",0.22870598330977,0.227071322165513,0.00163466114425764,0.71474349756892
2665,3782,3,"P036","R01",0.22870598330977,0.226256598741054,0.00244938456871649,1.07097529031365
2665,3782,4,"P017","R07",0.22870598330977,0.225436407116717,0.00326957619305326,1.42959801301953
2665,3782,5,"P028","R08",0.22870598330977,0.224620198233683,0.00408578507608681,1.78647931154159
2665,3782,6,"P007","R01",0.22870598330977,0.223804975208133,0.00490100810163749,2.14292955116934
2666,350,1,"P011","R01",0.18419661119163,0.183761285113333,0.000435326078297354,0.236337723849034
2666,350,2,"P014","R03",0.18419661119163,0.18332467267915,0.000871938512480436,0.473373807932497
2666,350,3,"P015","R04",0.18419661119163,0.182887557965502,0.0013090532261279,0.710682578609449
2666,350,4,"P009","R01",0.18419661119163,0.182451863927581,0.00174474726404886,0.947220067058507
2666,350,5,"P028","R07",0.18419661119163,0.182014337729625,0.0021822734620052,1.18475223180673
2666,350,6,"P002","R03",0.18419661119163,0.181577136301978,0.00261947488965203,1.42210807935377
2667,1787,1,"P027","R09",0.00124137957159727,0.0012413580491648,2.15224324699032e-08,0.00173375113964623
2667,1787,2,"P041","R08",0.00124137957159727,0.0012413366417816,4.29298156723844e-08,0.00345823442358948
2667,1787,3,"P034","R03",0.00124137957159727,0.00124131511925912,6.44523381455962e-08,0.00519199281350071
2667,1787,4,"P030","R03",0.00124137957159727,0.00124129356396302,8.60076342498392e-08,0.00692839130091162
2667,1787,5,"P010","R08",0.00124137957159727,0.00124127211545951,1.07456137763253e-07,0.00865618705364952
2667,1787,6,"P028","R06",0.00124137957159727,0.00124125066679328,1.28904803985488e-07,0.0103839959134842
2668,2674,1,"P005","R02",0.302119698617016,0.301041643080119,0.00107805553689683,0.356830601192752
2668,2674,2,"P015","R03",0.302119698617016,0.299965124598915,0.00215457401810115,0.713152445194384
2668,2674,3,"P027","R05",0.302119698617016,0.29889053749508,0.00322916112193566,1.06883501364442
2668,2674,4,"P022","R02",0.302119698617016,0.29781309487776,0.00430660373925612,1.42546274174443
2668,2674,5,"P004","R09",0.302119698617016,0.296738205298012,0.0053814933190035,1.78124542809948
2668,2674,6,"P007","R05",0.302119698617016,0.295663719836472,0.00645597878054327,2.13689435349505
2669,817,1,"P010","R09",0.0783713280018701,0.0783069631628338,6.436483903631e-05,0.0821280443720108
2669,817,2,"P025","R07",0.0783713280018701,0.078242495325267,0.000128832676603102,0.164387512484193
2669,817,3,"P013","R07",0.0783713280018701,0.0781779751157841,0.000193352886085948,0.246713805948694
2669,817,4,"P016","R07",0.0783713280018701,0.07811341253542,0.00025791546645007,0.329094163676691
2669,817,5,"P006","R08",0.0783713280018701,0.0780492083380984,0.000322119663771658,0.411017232940052
2669,817,6,"P035","R03",0.0783713280018701,0.077984840885047,0.000386487116823112,0.493148612734863
2670,1637,1,"P011","R01",0.185156334266053,0.184702710122245,0.000453624143808395,0.24499520667577
2670,1637,2,"P034","R09",0.185156334266053,0.184249082508485,0.000907251757567562,0.489992287416926
2670,1637,3,"P005","R08",0.185156334266053,0.183795457120177,0.00136087714587615,0.734988166227517
2670,1637,4,"P027","R01",0.185156334266053,0.183341832220502,0.00181450204555117,0.979983781134862
2670,1637,5,"P035","R03",0.185156334266053,0.182888204912855,0.00226812935319784,1.22498069654951
2670,1637,6,"P037","R01",0.185156334266053,0.182434579696318,0.0027217545697352,1.46997648258918
2671,4455,1,"P005","R07",0.0404310229149002,0.0404096746234471,2.13482914531021e-05,0.0528017594262611
2671,4455,2,"P024","R02",0.0404310229149002,0.040388329857595,4.26930573052403e-05,0.105594798813528
2671,4455,3,"P019","R07",0.0404310229149002,0.0403669668095183,6.40561053819391e-05,0.158433056509021
2671,4455,4,"P014","R05",0.0404310229149002,0.0403456948584234,8.53280564767842e-05,0.211045999643353
2671,4455,5,"P011","R09",0.0404310229149002,0.0403243984113296,0.000106624503570657,0.26371952991415
2671,4455,6,"P026","R06",0.0404310229149002,0.0403031468519907,0.000127876062909475,0.316282037134283
2672,3020,1,"P033","R01",0.226311417712844,0.225844690558697,0.000466727154146807,0.206232261219368
2672,3020,2,"P015","R09",0.226311417712844,0.225377372215908,0.000934045496935543,0.412725750373192
2672,3020,3,"P019","R04",0.226311417712844,0.22491017606734,0.00140124164550323,0.619165245688666
2672,3020,4,"P021","R09",0.226311417712844,0.224442870077363,0.00186854763548019,0.825653276517896
2672,3020,5,"P014","R04",0.226311417712844,0.223975568505797,0.00233584920704699,1.03213935498864
2672,3020,6,"P027","R01",0.226311417712844,0.223508773399193,0.00280264431365049,1.23840164229214
2673,810,1,"P025","R04",0.000538841757746313,0.000538837418391716,4.33935459646147e-09,0.00080531149156121
2673,810,2,"P019","R07",0.000538841757746313,0.000538833078598734,8.67914757857885e-09,0.00161070434015342
2673,810,3,"P018","R08",0.000538841757746313,0.000538828739906767,1.30178395456922e-08,0.00241589285881237
2673,810,4,"P027","R01",0.000538841757746313,0.000538824401437682,1.73563086305461e-08,0.00322104001425915
2673,810,5,"P039","R01",0.000538841757746313,0.000538820062746476,2.16949998373085e-08,0.0040262283918097
2673,810,6,"P001","R04",0.000538841757746313,0.0005388157231726,2.60345737134425e-08,0.00483158057800331
2674,4354,1,"P016","R09",0.022792612479398,0.0227862808799881,6.33159940997136e-06,0.0277791736936449
2674,4354,2,"P023","R09",0.022792612479398,0.0227799459778606,1.26665015373929e-05,0.0555728376852019
2674,4354,3,"P032","R07",0.022792612479398,0.0227736075271811,1.90049522169715e-05,0.0833820705465415
2674,4354,4,"P009","R04",0.022792612479398,0.022767276166271,2.53363131270216e-05,0.111160197848855
2674,4354,5,"P027","R04",0.022792612479398,0.0227609412849254,3.16711944726086e-05,0.138953770662472
2674,4354,6,"P020","R04",0.022792612479398,0.0227546031184763,3.80093609217667e-05,0.166761756495105
2675,2742,1,"P003","R06",0.00253293337393056,0.0025328384861507,9.48877798613058e-08,0.00374616169686536
2675,2742,2,"P040","R09",0.00253293337393056,0.00253274323861863,1.90135311925899e-07,0.00750652638094665
2675,2742,3,"P017","R04",0.00253293337393056,0.00253264799310678,2.85380823772732e-07,0.0112668113069979
2675,2742,4,"P028","R06",0.00253293337393056,0.00253255291925277,3.80454677787086e-07,0.0150203191960278
2675,2742,5,"P022","R03",0.00253293337393056,0.00253245767309358,4.75700836972438e-07,0.0187806296789503
2675,2742,6,"P034","R07",0.00253293337393056,0.00253236211893048,5.71255000076168e-07,0.0225531001310826
2676,4299,1,"P040","R06",0.19038906703109,0.189907957323213,0.000481109707876182,0.252698180299197
2676,4299,2,"P007","R01",0.19038906703109,0.189426926244101,0.000962140786988086,0.505355061607069
2676,4299,3,"P038","R07",0.19038906703109,0.188945703385858,0.0014433636452319,0.758112673032956
2676,4299,4,"P020","R05",0.19038906703109,0.18846456781622,0.00192449921486909,1.01082443696981
2676,4299,5,"P003","R02",0.19038906703109,0.187983344490596,0.00240572254049312,1.2635822938826
2676,4299,6,"P034","R09",0.19038906703109,0.187502170771413,0.00288689625967631,1.5163140954963
2677,3467,1,"P016","R06",0.0125014488707717,0.0125000249231897,1.42394758196121e-06,0.011390260414458
2677,3467,2,"P024","R05",0.0125014488707717,0.0124985991602613,2.84971051038585e-06,0.022795041917489
2677,3467,3,"P021","R01",0.0125014488707717,0.012497179357464,4.26951330768748e-06,0.0341521478975895
2677,3467,4,"P012","R08",0.0125014488707717,0.0124957574203023,5.69145046940521e-06,0.0455263268141007
2677,3467,5,"P035","R04",0.0125014488707717,0.0124943298721222,7.11899864945867e-06,0.0569453886749308
2677,3467,6,"P004","R01",0.0125014488707717,0.0124929079651208,8.54090565089241e-06,0.0683193263371337
2678,3898,1,"P004","R01",0.000254942642498147,0.000254941891786813,7.50711333429108e-10,0.000294462835276592
2678,3898,2,"P013","R04",0.000254942642498147,0.000254941130962949,1.51153519789646e-09,0.000592892261210265
2678,3898,3,"P039","R06",0.000254942642498147,0.000254940374545883,2.26795226354473e-09,0.000889593141940239
2678,3898,4,"P006","R08",0.000254942642498147,0.000254939620787992,3.02171015471734e-09,0.00118525097453609
2678,3898,5,"P010","R05",0.000254942642498147,0.000254938862031908,3.78046623904704e-09,0.00148286932386155
2678,3898,6,"P040","R05",0.000254942642498147,0.000254938101209616,4.54128853033704e-09,0.00178129813272413
2679,2626,1,"P029","R05",0.214395421421673,0.213600056328396,0.000795365093276906,0.370980447251521
2679,2626,2,"P036","R02",0.214395421421673,0.212804517125137,0.00159090429653602,0.742042104251391
2679,2626,3,"P027","R09",0.214395421421673,0.212009146227118,0.00238627519455503,1.11302525899641
2679,2626,4,"P038","R05",0.214395421421673,0.211213787987064,0.00318163343460895,1.48400250971372
2679,2626,5,"P006","R06",0.214395421421673,0.210418582735372,0.00397683868630183,1.85490840239549
2679,2626,6,"P040","R08",0.214395421421673,0.209623411502858,0.00477200991881552,2.22579842758392
2680,4688,1,"P013","R01",0.00579757958688122,0.00579716966386936,4.09923011863815e-07,0.0070705887814182
2680,4688,2,"P041","R07",0.00579757958688122,0.00579675665512604,8.22931755185309e-07,0.0141944020405937
2680,4688,3,"P022","R08",0.00579757958688122,0.00579634614490299,1.23344197822898e-06,0.0212751193794737
2680,4688,4,"P020","R02",0.00579757958688122,0.00579593313167211,1.64645520910837e-06,0.0283990100426387
2680,4688,5,"P030","R03",0.00579757958688122,0.00579552103777742,2.05854910379898e-06,0.0355070434644325
2680,4688,6,"P025","R07",0.00579757958688122,0.00579510760385318,2.47198302803873e-06,0.0426381904895681
2681,443,1,"P029","R09",0.282706102475852,0.281624712393603,0.001081390082249,0.382513880237648
2681,443,2,"P022","R08",0.282706102475852,0.280543666201494,0.00216243627435825,0.764906118198478
2681,443,3,"P010","R05",0.282706102475852,0.279462467679657,0.00324363479619449,1.14735223887555
2681,443,4,"P021","R09",0.282706102475852,0.278381150389356,0.00432495208649597,1.5298403708372
2681,443,5,"P011","R08",0.282706102475852,0.277300062349568,0.00540604012628343,1.91224741133602
2681,443,6,"P007","R08",0.282706102475852,0.276218930829737,0.00648717164611523,2.29466983178029
2682,4482,1,"P008","R06",0.146887943794949,0.146518085274051,0.00036985852089863,0.25179637711788
2682,4482,2,"P010","R01",0.146887943794949,0.146155055468993,0.000732888325956499,0.498943825491619
2682,4482,3,"P036","R02",0.146887943794949,0.145782069464474,0.00110587433047504,0.752869365520432
2682,4482,4,"P034","R07",0.146887943794949,0.145406965944258,0.00148097785069179,1.00823649132102
2682,4482,5,"P006","R08",0.146887943794949,0.145040318232572,0.0018476255623775,1.25784697820859
2682,4482,6,"P018","R03",0.146887943794949,0.144666927354033,0.00222101644091591,1.51204815285342
2683,3525,1,"P035","R02",0.0765599294147539,0.0764968645536852,6.30648610686763e-05,0.0823731964629046
2683,3525,2,"P034","R05",0.0765599294147539,0.0764342108005951,0.000125718614158776,0.164209417537092
2683,3525,3,"P010","R09",0.0765599294147539,0.0763714841070355,0.000188445307718318,0.246140910994627
2683,3525,4,"P003","R07",0.0765599294147539,0.0763084826561774,0.000251446758576426,0.328431283177189
2683,3525,5,"P005","R07",0.0765599294147539,0.076245313542389,0.000314615872364837,0.41094065102966
2683,3525,6,"P013","R08",0.0765599294147539,0.0761831394473156,0.000376789967438271,0.492150358965273
2684,3681,1,"P010","R06",0.0218231616978889,0.0218168398765731,6.32182131575162e-06,0.0289684024857094
2684,3681,2,"P040","R04",0.0218231616978889,0.0218104731673785,1.26885305103963e-05,0.0581424941355943
2684,3681,3,"P033","R06",0.0218231616978889,0.0218041288341937,1.90328636951696e-05,0.0872140524762313
2684,3681,4,"P008","R03",0.0218231616978889,0.0217977684385764,2.53932593125249e-05,0.116359213500129
2684,3681,5,"P016","R06",0.0218231616978889,0.0217914055031288,3.17561947601117e-05,0.145516012756225
2684,3681,6,"P039","R04",0.0218231616978889,0.0217850269438903,3.81347539986053e-05,0.174744404713339
2685,3818,1,"P007","R03",0.18466044122277,0.184052621367584,0.000607819855186542,0.329155422331782
2685,3818,2,"P015","R04",0.18466044122277,0.183441717056668,0.0012187241661018,0.659981183859277
2685,3818,3,"P022","R03",0.18466044122277,0.182831677190731,0.00182876403203949,0.990338818606695
2685,3818,4,"P013","R07",0.18466044122277,0.182220463690441,0.00243997753232919,1.32133201684797
2685,3818,5,"P004","R05",0.18466044122277,0.181613600072616,0.00304684115015447,1.64996960365692
2685,3818,6,"P035","R05",0.18466044122277,0.181004392534407,0.00365604868836286,1.9798765042223
2686,3009,1,"P017","R04",0.0509106470732916,0.0508727602245439,3.78868487476772e-05,0.0744183209715147
2686,3009,2,"P041","R06",0.0509106470732916,0.0508349286072065,7.57184660850618e-05,0.148728154988988
2686,3009,3,"P014","R01",0.0509106470732916,0.0507971632594728,0.00011348381381876,0.222907820549574
2686,3009,4,"P022","R03",0.0509106470732916,0.0507592764111843,0.000151370662107346,0.29732614061933
2686,3009,5,"P011","R06",0.0509106470732916,0.0507214186762754,0.000189228397016197,0.37168727544119
2686,3009,6,"P009","R07",0.0509106470732916,0.0506834792552205,0.000227167818071076,0.446208860288189
2687,4693,1,"P003","R03",0.000283726345407226,0.000283725399716917,9.4569030872297e-10,0.000333310714366564
2687,4693,2,"P019","R04",0.000283726345407226,0.000283724454026652,1.89138057386101e-09,0.00066662141337152
2687,4693,3,"P028","R01",0.000283726345407226,0.000283723508623103,2.836784123144e-09,0.000999831058716959
2687,4693,4,"P029","R01",0.000283726345407226,0.000283722563147338,3.78225988815215e-09,0.00133306615666006
2687,4693,5,"P042","R05",0.000283726345407226,0.000283721617528275,4.7278789514567e-09,0.00166635176041579
2687,4693,6,"P007","R03",0.000283726345407226,0.000283720671767137,5.67364008926445e-09,0.00199968743865544
2688,1562,1,"P010","R05",0.18083905731497,0.18043006509061,0.000408992224359556,0.226163656475608
2688,1562,2,"P041","R05",0.18083905731497,0.180021065827733,0.00081799148723713,0.452331205096045
2688,1562,3,"P020","R05",0.18083905731497,0.179612056393859,0.00122700092111055,0.678504378052287
